fecha_hora,imagen_coord_x,imagen_coord_y
2025-06-24 10:24:59,21,20
2025-06-24 10:25:04,21,20
2025-06-24 10:25:09,21,20
2025-06-24 10:25:14,21,20
2025-06-24 10:25:19,21,20
2025-06-24 10:25:24,21,20
2025-06-24 10:25:29,21,20
2025-06-24 10:25:34,21,20
2025-06-24 10:25:39,21,20
2025-06-24 10:25:44,21,20
2025-06-24 10:25:49,21,20
2025-06-24 10:25:54,21,20
2025-06-24 10:25:59,21,20
2025-06-24 10:26:04,21,20
2025-06-24 10:26:09,21,20
2025-06-24 10:26:14,21,20
2025-06-24 10:26:19,21,20
2025-06-24 10:26:24,21,20
2025-06-24 10:26:29,21,20
2025-06-24 10:26:34,21,20
2025-06-24 10:26:40,21,20
2025-06-24 10:26:45,21,20
2025-06-24 10:26:50,21,20
2025-06-24 10:26:55,21,20
2025-06-24 10:27:00,21,20
2025-06-24 10:27:05,21,20
2025-06-24 10:27:10,21,20
2025-06-24 10:27:15,21,20
2025-06-24 10:27:20,21,20
2025-06-24 10:27:25,21,20
2025-06-24 10:27:30,21,20
2025-06-24 10:27:35,21,20
2025-06-24 10:27:40,21,20
2025-06-24 10:27:45,21,20
2025-06-24 10:27:50,21,20
2025-06-24 10:27:55,21,20
2025-06-24 10:28:00,21,20
2025-06-24 10:28:05,21,20
2025-06-24 10:28:10,21,20
2025-06-24 10:28:15,21,20
2025-06-24 10:28:20,21,20
2025-06-24 10:28:25,21,20
2025-06-24 10:28:30,21,20
2025-06-24 10:28:35,21,20
2025-06-24 10:28:40,21,20
2025-06-24 10:28:45,21,20
2025-06-24 10:28:50,21,20
2025-06-24 10:28:55,21,20
2025-06-24 10:29:00,21,20
2025-06-24 10:29:05,21,20
2025-06-24 10:29:10,21,20
2025-06-24 10:29:15,21,20
2025-06-24 10:29:20,21,20
2025-06-24 10:29:25,21,20
2025-06-24 10:29:30,21,20
2025-06-24 10:29:35,21,20
2025-06-24 12:34:52,24,29
2025-06-24 12:34:57,24,29
2025-06-24 12:35:02,24,29
2025-06-24 12:35:07,24,29
2025-06-24 12:35:12,24,29
2025-06-24 12:35:17,24,29
2025-06-24 12:35:23,24,29
2025-06-24 12:35:28,24,29
2025-06-24 12:35:33,24,29
2025-06-24 12:35:38,24,29
2025-06-24 12:35:43,24,29
2025-06-24 12:35:48,24,29
2025-06-24 12:35:53,24,29
2025-06-24 12:35:58,24,29
2025-06-24 12:36:03,24,29
2025-06-24 12:36:08,24,29
2025-06-24 12:36:13,24,29
2025-06-24 12:36:18,24,29
2025-06-24 12:36:23,24,29
2025-06-24 12:36:28,24,29
2025-06-24 12:36:33,24,29
2025-06-24 12:36:38,24,29
2025-06-24 12:36:43,24,29
2025-06-24 12:36:48,24,29
2025-06-24 12:36:53,24,29
2025-06-24 12:36:58,24,29
2025-06-24 12:37:03,24,29
2025-06-24 12:37:08,24,29
2025-06-24 12:37:13,24,29
2025-06-24 12:37:18,24,29
2025-06-24 12:37:23,24,29
2025-06-24 12:37:28,24,29
2025-06-24 12:37:33,24,29
2025-06-24 12:37:38,24,29
2025-06-24 12:37:43,24,29
2025-06-24 12:37:48,24,29
2025-06-24 12:37:53,24,29
2025-06-24 12:37:58,24,29
2025-06-24 12:38:03,24,29
2025-06-24 12:38:08,24,29
2025-06-24 12:38:13,24,29
2025-06-24 12:38:18,24,29
2025-06-24 12:38:23,24,29
2025-06-24 12:38:29,24,29
2025-06-24 12:38:34,24,29
2025-06-24 12:38:39,24,29
2025-06-24 12:38:44,24,29
2025-06-24 12:38:49,24,29
2025-06-24 12:38:54,24,29
2025-06-24 12:38:59,24,29
2025-06-24 12:39:04,24,29
2025-06-24 12:39:09,24,29
2025-06-24 12:39:14,24,29
2025-06-24 12:39:19,24,29
2025-06-24 12:39:24,24,29
2025-06-24 12:39:29,24,29
2025-06-24 12:39:34,24,29
2025-06-24 12:39:39,24,29
2025-06-24 12:39:44,24,29
2025-06-24 12:39:49,24,29
2025-06-24 12:39:54,24,29
2025-06-24 12:39:59,24,29
2025-06-24 12:40:04,24,29
2025-06-24 12:40:09,24,29
2025-06-24 12:40:14,24,29
2025-06-24 12:40:19,24,29
2025-06-24 12:40:24,24,29
2025-06-24 12:40:29,24,29
2025-06-24 12:40:34,24,29
2025-06-24 12:40:39,24,29
2025-06-24 12:40:44,24,29
2025-06-24 12:40:49,24,29
2025-06-24 12:40:54,24,29
2025-06-24 12:40:59,24,29
2025-06-24 12:41:04,24,29
2025-06-24 12:41:09,24,29
2025-06-24 12:41:14,24,29
2025-06-24 12:41:19,24,29
2025-06-24 12:41:24,24,29
2025-06-24 12:41:29,24,29
2025-06-24 12:41:34,24,29
2025-06-24 12:41:39,24,29
2025-06-24 12:41:44,24,29
2025-06-24 12:41:50,24,29
2025-06-24 12:41:55,24,29
2025-06-24 12:42:00,24,29
2025-06-24 12:42:05,24,29
2025-06-24 12:42:10,24,29
2025-06-24 12:42:15,24,29
2025-06-24 12:42:20,24,29
2025-06-24 12:42:25,24,29
2025-06-24 12:42:30,24,29
2025-06-24 13:25:56,25,32
2025-06-24 13:26:01,25,32
2025-06-24 13:26:06,25,32
2025-06-24 13:26:11,25,32
2025-06-24 13:26:16,25,32
2025-06-24 13:26:21,25,32
2025-06-24 13:26:26,25,32
2025-06-24 13:26:31,25,32
2025-06-24 13:26:36,25,32
2025-06-24 13:26:41,25,32
2025-06-24 13:26:46,25,32
2025-06-24 13:26:51,25,32
2025-06-24 13:26:56,25,32
2025-06-24 13:27:01,25,33
2025-06-24 13:27:06,25,33
2025-06-24 13:27:11,25,33
2025-06-24 13:27:16,25,33
2025-06-24 13:27:21,25,33
2025-06-24 13:27:26,25,33
2025-06-24 13:27:31,25,33
2025-06-24 13:27:36,25,33
2025-06-24 13:27:42,25,33
2025-06-24 13:27:47,25,33
2025-06-24 13:27:52,25,33
2025-06-24 13:27:57,25,33
2025-06-24 13:28:02,25,33
2025-06-24 13:28:07,25,33
2025-06-24 13:28:12,25,33
2025-06-24 13:28:17,25,33
2025-06-24 13:28:22,25,33
2025-06-24 13:28:27,25,33
2025-06-24 13:28:32,25,33
2025-06-24 13:28:37,25,33
2025-06-24 13:28:42,25,33
2025-06-24 13:28:47,25,33
2025-06-24 13:28:52,25,33
2025-06-24 13:28:57,25,33
2025-06-24 13:29:02,25,33
2025-06-24 13:29:07,25,33
2025-06-24 13:29:12,25,33
2025-06-24 13:29:17,25,33
2025-06-24 13:29:22,25,33
2025-06-24 13:29:27,25,33
2025-06-24 13:29:32,25,33
2025-06-24 13:29:37,25,33
2025-06-24 13:29:42,25,33
2025-06-24 13:29:47,25,33
2025-06-24 13:29:52,25,33
2025-06-24 13:29:57,25,33
2025-06-24 13:30:02,25,33
2025-06-24 13:30:07,25,33
2025-06-24 13:30:12,25,33
2025-06-24 13:30:17,25,33
2025-06-24 13:30:22,25,33
2025-06-24 13:30:27,25,33
2025-06-24 13:30:32,25,33
2025-06-24 13:30:37,25,33
2025-06-24 13:30:42,25,33
2025-06-24 13:30:47,25,33
2025-06-24 13:30:52,25,33
2025-06-24 13:30:57,25,33
2025-06-24 13:31:03,25,33
2025-06-24 13:31:08,25,33
2025-06-24 13:31:13,25,33
2025-06-24 13:31:18,25,33
2025-06-24 13:31:23,25,33
2025-06-24 13:31:28,25,33
2025-06-24 13:31:33,25,33
2025-06-24 13:31:38,25,33
2025-06-24 13:31:43,25,33
2025-06-24 13:31:48,25,33
2025-06-24 13:31:53,25,33
2025-06-24 13:31:58,25,33
2025-06-24 13:32:03,25,33
2025-06-24 13:32:08,25,33
2025-06-24 13:32:13,25,33
2025-06-24 13:32:18,25,33
2025-06-24 13:32:23,25,33
2025-06-24 13:32:28,25,33
2025-06-24 13:32:33,25,33
2025-06-24 13:32:38,25,33
2025-06-24 13:32:43,25,33
2025-06-24 13:32:48,25,33
2025-06-24 13:32:53,25,33
2025-06-24 13:32:58,25,33
2025-06-24 13:33:03,25,33
2025-06-24 13:33:08,25,33
2025-06-24 13:33:13,25,33
2025-06-24 13:33:18,25,33
2025-06-24 13:33:23,25,33
2025-06-24 13:33:28,25,33
2025-06-24 13:33:33,25,33
2025-06-24 13:33:38,25,33
2025-06-24 13:33:43,25,33
2025-06-24 13:33:48,25,33
2025-06-24 13:33:53,25,33
2025-06-24 13:33:58,25,33
2025-06-24 13:34:03,25,33
2025-06-24 13:34:08,25,33
2025-06-24 13:34:13,25,33
2025-06-24 13:34:18,25,33
2025-06-24 13:34:23,25,33
2025-06-24 13:34:28,25,33
2025-06-24 13:34:34,25,33
2025-06-24 13:34:39,25,33
2025-06-24 13:34:44,25,33
2025-06-24 13:34:49,25,33
2025-06-24 13:34:54,25,33
2025-06-24 13:34:59,25,33
2025-06-24 13:35:04,25,33
2025-06-24 13:35:09,25,33
2025-06-24 13:35:14,25,33
2025-06-24 13:35:19,25,33
2025-06-24 13:35:24,25,33
2025-06-24 13:35:29,25,33
2025-06-24 14:08:40,26,36
2025-06-24 14:08:46,26,36
2025-06-24 14:08:51,26,36
2025-06-24 14:08:56,26,36
2025-06-24 14:09:01,26,36
2025-06-24 14:09:06,26,36
2025-06-24 14:09:11,26,36
2025-06-24 14:09:16,26,36
2025-06-24 14:09:21,26,36
2025-06-24 14:09:26,26,36
2025-06-24 14:09:31,26,36
2025-06-24 14:09:36,26,36
2025-06-24 14:09:41,26,36
2025-06-24 14:09:46,26,36
2025-06-24 14:09:51,26,36
2025-06-24 14:09:56,26,36
2025-06-24 14:10:01,26,36
2025-06-24 14:10:06,26,36
2025-06-24 14:10:11,26,36
2025-06-24 14:10:16,26,36
2025-06-24 14:10:21,26,36
2025-06-24 14:10:26,26,36
2025-06-24 14:10:31,26,36
2025-06-24 14:10:36,26,36
2025-06-24 14:10:41,26,36
2025-06-24 14:10:46,26,36
2025-06-24 14:10:51,26,36
2025-06-24 14:10:56,26,36
2025-06-24 14:11:01,26,36
2025-06-24 14:11:06,26,36
2025-06-24 14:11:11,26,36
2025-06-24 14:11:16,26,36
2025-06-24 14:11:21,26,36
2025-06-24 14:11:26,26,36
2025-06-24 14:11:31,26,36
2025-06-24 14:11:36,26,36
2025-06-24 14:11:41,26,36
2025-06-24 14:11:46,26,36
2025-06-24 14:11:51,26,36
2025-06-24 14:11:56,26,36
2025-06-24 14:12:01,26,36
2025-06-24 14:12:07,26,36
2025-06-24 14:12:12,26,36
2025-06-24 14:12:17,26,36
2025-06-24 14:12:22,26,36
2025-06-24 14:12:27,26,36
2025-06-24 14:12:32,26,36
2025-06-24 14:12:37,26,36
2025-06-24 14:12:42,26,36
2025-06-24 14:12:47,26,36
2025-06-24 14:12:52,26,36
2025-06-24 14:12:57,26,36
2025-06-24 14:13:02,26,36
2025-06-24 14:13:07,26,36
2025-06-24 14:13:12,26,36
2025-06-24 14:13:17,26,36
2025-06-24 14:13:22,26,36
2025-06-24 14:13:27,26,36
2025-06-24 14:13:32,26,36
2025-06-24 14:13:37,26,36
2025-06-24 14:13:42,26,36
2025-06-24 14:13:47,26,36
2025-06-24 14:13:52,26,36
2025-06-24 14:13:57,26,36
2025-06-24 14:14:02,26,36
2025-06-24 14:14:07,26,36
2025-06-24 14:14:12,26,36
2025-06-24 14:14:17,26,36
2025-06-24 14:14:22,26,36
2025-06-24 14:14:27,26,36
2025-06-24 14:14:32,26,36
2025-06-24 14:14:37,26,36
2025-06-24 14:14:42,26,36
2025-06-24 14:14:47,26,36
2025-06-24 14:14:52,26,36
2025-06-24 14:14:57,26,36
2025-06-24 14:15:02,26,36
2025-06-24 14:15:07,26,36
2025-06-24 14:15:12,26,36
2025-06-24 14:15:17,26,36
2025-06-24 14:15:23,26,36
2025-06-24 14:15:28,26,36
2025-06-24 14:15:33,26,36
2025-06-24 14:15:38,26,36
2025-06-24 14:15:43,26,36
2025-06-24 14:15:48,26,36
2025-06-24 14:15:53,26,36
2025-06-24 14:15:58,26,36
2025-06-24 14:16:03,26,36
2025-06-24 14:16:08,26,36
2025-06-24 14:16:13,26,36
2025-06-24 14:16:18,26,36
2025-06-24 14:16:23,26,36
2025-06-24 14:16:28,26,36
2025-06-24 14:16:33,26,36
2025-06-24 14:16:38,26,36
2025-06-24 14:16:43,26,36
2025-06-24 14:16:48,26,36
2025-06-24 14:16:53,26,36
2025-06-24 14:16:58,26,36
2025-06-24 14:17:03,26,36
2025-06-24 14:17:08,26,36
2025-06-24 14:17:13,26,36
2025-06-24 14:17:18,26,36
2025-06-24 14:17:23,26,36
2025-06-24 14:17:28,26,36
2025-06-24 14:17:33,26,36
2025-06-24 14:17:38,26,36
2025-06-24 14:17:43,26,36
2025-06-24 14:17:48,26,36
2025-06-24 14:17:53,26,36
2025-06-24 14:17:58,26,36
2025-06-24 14:18:03,26,36
2025-06-24 14:18:08,26,36
2025-06-24 14:18:13,26,36
2025-06-24 14:18:18,26,36
2025-06-24 14:18:23,26,36
2025-06-24 14:23:53,26,37
2025-06-24 14:23:58,26,37
2025-06-24 14:24:03,26,37
2025-06-24 14:24:08,26,37
2025-06-24 14:24:13,26,37
2025-06-24 14:24:18,26,37
2025-06-24 14:24:23,26,37
2025-06-24 14:24:28,26,37
2025-06-24 14:24:33,26,37
2025-06-24 14:24:38,26,37
2025-06-24 14:24:43,26,37
2025-06-24 14:24:48,26,37
2025-06-24 14:24:53,26,37
2025-06-24 14:24:58,26,37
2025-06-24 14:25:03,26,37
2025-06-24 14:25:08,26,37
2025-06-24 14:25:13,26,37
2025-06-24 14:25:18,26,37
2025-06-24 14:25:23,26,37
2025-06-24 14:25:28,26,37
2025-06-24 14:25:33,26,37
2025-06-24 14:25:38,26,37
2025-06-24 14:25:43,26,37
2025-06-24 14:25:48,26,37
2025-06-24 14:25:53,26,37
2025-06-24 14:25:58,26,37
2025-06-24 14:26:03,26,37
2025-06-24 14:26:09,26,37
2025-06-24 14:26:14,26,37
2025-06-24 14:26:19,26,37
2025-06-24 14:26:24,26,37
2025-06-24 14:26:29,26,37
2025-06-24 14:26:34,26,37
2025-06-24 14:26:39,26,37
2025-06-24 14:26:44,26,37
2025-06-24 14:26:49,26,37
2025-06-24 14:26:54,26,37
2025-06-24 14:26:59,26,37
2025-06-24 14:27:04,26,37
2025-06-24 14:27:09,26,37
2025-06-24 14:27:14,26,37
2025-06-24 14:27:19,26,37
2025-06-24 14:27:24,26,37
2025-06-24 14:27:29,26,37
2025-06-24 14:27:34,26,37
2025-06-24 14:27:39,26,37
2025-06-24 14:27:44,26,37
2025-06-24 14:27:49,26,37
2025-06-24 14:27:54,26,37
2025-06-24 14:27:59,26,37
2025-06-24 14:28:04,26,37
2025-06-24 14:28:09,26,37
2025-06-24 14:28:15,26,37
2025-06-24 14:28:20,26,37
2025-06-24 14:28:25,26,37
2025-06-24 14:28:30,26,37
2025-06-24 14:28:35,26,37
2025-06-24 14:28:40,26,37
2025-06-24 14:28:45,26,37
2025-06-24 14:28:50,26,37
2025-06-24 14:28:55,26,37
2025-06-24 14:29:00,26,37
2025-06-24 14:29:05,26,37
2025-06-24 14:29:10,26,37
2025-06-24 14:29:15,26,37
2025-06-24 14:29:20,26,37
2025-06-24 14:29:25,26,37
2025-06-24 14:29:30,26,37
2025-06-24 14:29:35,26,37
2025-06-24 14:29:40,26,37
2025-06-24 14:29:45,26,37
2025-06-24 14:29:50,26,37
2025-06-24 14:29:55,26,37
2025-06-24 14:30:00,26,37
2025-06-24 14:30:05,26,37
2025-06-24 14:30:10,26,37
2025-06-24 14:30:15,26,37
2025-06-24 14:30:20,26,37
2025-06-24 14:30:25,26,37
2025-06-24 14:30:30,26,37
2025-06-24 14:30:35,26,37
2025-06-24 14:30:40,26,37
2025-06-24 14:30:45,26,37
2025-06-24 14:30:50,26,37
2025-06-24 14:30:55,26,37
2025-06-24 14:31:01,26,37
2025-06-24 14:31:06,26,37
2025-06-24 14:31:11,26,37
2025-06-24 14:31:16,26,37
2025-06-24 14:31:21,26,37
2025-06-24 14:31:26,26,37
2025-06-24 14:31:31,26,37
2025-06-24 14:31:36,26,37
2025-06-24 14:31:41,26,37
2025-06-24 14:31:46,26,37
2025-06-24 14:31:51,26,37
2025-06-24 14:31:56,26,37
2025-06-24 14:32:01,26,37
2025-06-24 14:47:47,26,38
2025-06-24 14:47:52,26,38
2025-06-24 14:47:57,26,38
2025-06-24 14:48:02,26,38
2025-06-24 14:48:07,26,38
2025-06-24 14:48:12,26,38
2025-06-24 14:48:17,26,38
2025-06-24 14:48:22,26,38
2025-06-24 14:48:27,26,38
2025-06-24 14:48:32,26,38
2025-06-24 14:48:37,26,38
2025-06-24 14:48:42,26,38
2025-06-24 14:48:47,26,38
2025-06-24 14:48:52,26,38
2025-06-24 14:48:57,26,38
2025-06-24 14:49:02,26,39
2025-06-24 14:49:07,26,39
2025-06-24 14:49:12,26,39
2025-06-24 14:49:17,26,39
2025-06-24 14:49:22,26,39
2025-06-24 14:49:27,26,39
2025-06-24 14:49:32,26,39
2025-06-24 14:49:37,26,39
2025-06-24 14:49:42,26,39
2025-06-24 14:49:47,26,39
2025-06-24 14:49:52,26,39
2025-06-24 14:49:57,26,39
2025-06-24 14:50:02,26,39
2025-06-24 14:50:07,26,39
2025-06-24 14:50:12,26,39
2025-06-24 14:50:17,26,39
2025-06-24 14:50:23,26,39
2025-06-24 14:50:28,26,39
2025-06-24 14:50:33,26,39
2025-06-24 14:50:38,26,39
2025-06-24 14:50:43,26,39
2025-06-24 14:50:48,26,39
2025-06-24 14:50:53,26,39
2025-06-24 14:50:58,26,39
2025-06-24 14:51:03,26,39
2025-06-24 14:51:08,26,39
2025-06-24 14:51:13,26,39
2025-06-24 14:51:18,26,39
2025-06-24 15:16:05,27,41
2025-06-24 15:16:10,27,41
2025-06-24 15:16:15,27,41
2025-06-24 15:16:20,27,41
2025-06-24 15:16:25,27,41
2025-06-24 15:16:30,27,41
2025-06-24 15:16:35,27,41
2025-06-24 15:16:40,27,41
2025-06-24 15:16:45,27,41
2025-06-24 15:16:50,27,41
2025-06-24 15:16:55,27,41
2025-06-24 15:17:00,27,41
2025-06-24 15:17:05,27,41
2025-06-24 15:17:10,27,41
2025-06-24 15:17:15,27,41
2025-06-24 15:17:20,27,41
2025-06-24 15:17:25,27,41
2025-06-24 15:17:30,27,41
2025-06-24 15:17:35,27,41
2025-06-24 15:17:40,27,41
2025-06-24 15:17:45,27,41
2025-06-24 15:17:50,27,41
2025-06-24 15:17:55,27,41
2025-06-24 15:18:01,27,41
2025-06-24 15:18:06,27,41
2025-06-24 15:18:11,27,41
2025-06-24 15:18:16,27,41
2025-06-24 15:18:21,27,41
2025-06-24 15:18:26,27,41
2025-06-24 15:18:31,27,41
2025-06-24 15:18:36,27,41
2025-06-24 15:18:41,27,41
2025-06-24 15:18:46,27,41
2025-06-24 15:18:51,27,41
2025-06-24 15:18:56,27,41
2025-06-24 15:19:01,27,41
2025-06-24 15:19:06,27,41
2025-06-24 15:19:11,27,41
2025-06-24 15:19:16,27,41
2025-06-24 15:19:21,27,41
2025-06-24 15:19:26,27,41
2025-06-24 15:19:31,27,41
2025-06-24 15:19:36,27,41
2025-06-24 15:19:41,27,41
2025-06-24 15:19:46,27,41
2025-06-24 15:19:51,27,41
2025-06-24 15:19:56,27,41
2025-06-24 15:20:01,27,41
2025-06-24 15:20:06,27,41
2025-06-24 15:20:11,27,41
2025-06-24 15:20:16,27,41
2025-06-24 15:20:21,27,41
2025-06-24 15:20:26,27,41
2025-06-24 15:20:31,27,41
2025-06-24 15:20:36,27,41
2025-06-24 15:20:41,27,41
2025-06-24 15:20:46,27,41
2025-06-24 15:20:51,27,41
2025-06-24 15:20:56,27,41
2025-06-24 15:21:01,27,41
2025-06-24 15:21:06,27,41
2025-06-24 15:21:11,27,41
2025-06-24 15:21:16,27,41
2025-06-24 15:21:21,27,41
2025-06-24 15:21:26,27,41
2025-06-24 15:21:31,27,41
2025-06-24 15:21:36,27,41
2025-06-24 15:21:41,27,41
2025-06-24 15:21:46,27,41
2025-06-24 15:21:51,27,41
2025-06-24 15:21:56,27,41
2025-06-24 15:22:01,27,41
2025-06-24 15:22:06,27,41
2025-06-24 15:22:11,27,41
2025-06-24 15:22:16,27,41
2025-06-24 15:22:21,27,41
2025-06-24 15:22:27,27,41
2025-06-24 15:22:32,27,41
2025-06-24 15:22:37,27,41
2025-06-24 15:22:42,27,41
2025-06-24 15:22:47,27,41
2025-06-24 15:22:52,27,41
2025-06-24 15:22:57,27,41
2025-06-24 15:23:02,27,41
2025-06-24 15:23:07,27,41
2025-06-24 15:23:12,27,41
2025-06-24 15:23:17,27,41
2025-06-24 15:23:22,27,41
2025-06-24 15:23:27,27,41
2025-06-24 15:23:32,27,41
2025-06-24 15:23:37,27,41
2025-06-24 15:23:42,27,41
2025-06-24 15:23:47,27,41
2025-06-24 15:23:52,27,41
2025-06-24 15:23:57,27,41
2025-06-24 15:24:02,27,41
2025-06-24 15:24:07,27,41
2025-06-24 15:24:12,27,41
2025-06-24 15:24:17,27,41
2025-06-24 15:24:22,27,41
2025-06-24 15:24:27,27,41
2025-06-24 15:24:32,27,41
2025-06-24 15:24:37,27,41
2025-06-24 15:24:42,27,41
2025-06-24 15:24:47,27,41
2025-06-24 15:24:52,27,41
2025-06-24 15:24:57,27,41
2025-06-24 15:25:02,27,41
2025-06-24 15:25:07,27,41
2025-06-24 15:25:12,27,41
2025-06-24 15:25:17,27,41
2025-06-24 15:25:22,27,41
2025-06-24 15:25:27,27,41
2025-06-24 15:25:32,27,41
2025-06-24 15:25:37,27,41
2025-06-24 15:25:42,27,41
2025-06-24 15:25:47,27,41
2025-06-24 15:25:52,27,41
2025-06-24 15:25:57,27,41
2025-06-24 15:26:02,27,41
2025-06-24 15:26:07,27,41
2025-06-24 15:26:12,27,41
2025-06-24 15:26:17,27,41
2025-06-24 15:26:22,27,41
2025-06-24 15:26:27,27,41
2025-06-24 15:26:32,27,41
2025-06-24 15:26:37,27,41
2025-06-24 15:26:42,27,41
2025-06-24 15:26:47,27,41
2025-06-24 15:26:52,27,41
2025-06-24 15:26:57,27,41
2025-06-24 15:27:03,27,41
2025-06-24 15:27:08,27,41
2025-06-24 15:27:13,27,41
2025-06-24 15:27:18,27,41
2025-06-24 15:27:23,27,41
2025-06-24 15:27:28,27,41
2025-06-24 15:27:33,27,41
2025-06-24 15:27:38,27,41
2025-06-24 15:27:43,27,41
